make[1]: Entering directory '/home/runner/work/mddb/mddb'
[36mvite v7.3.1 [32mbuilding client environment for production...[36m[39m
transforming...
[32m✓[39m 53 modules transformed.
rendering chunks...
computing gzip size...
[2m../backend/frontend/dist/[22m[36msw.mjs  [39m[1m[2m15.97 kB[22m[1m[22m[2m │ gzip: 5.36 kB[22m[2m │ map: 139.17 kB[22m
[32m✓ built in 345ms[39m
Created data-e2e/.env from .env.example
INF TEST_OAUTH=1: Using fake Google OAuth credentials
INF TEST_OAUTH=1: Using fake Microsoft OAuth credentials
INF http m=GET p=/api/v1/notifications/unread-count s=200 d=86µs s=12
INF http m=GET p=/api/v1/workspaces/KGFTQEH2000/nodes/0/children s=200 d=222µs s=436
INF http m=GET p=/api/v1/workspaces/KGFTQEH2000/nodes/KGFTRE8C000 s=200 d=111µs s=231
INF http m=GET p=/api/v1/workspaces/KGFTQEH2000/nodes/KGFTSLAA000 s=200 d=153µs s=193
INF http m=POST p=/api/v1/auth/register s=200 d=84.6ms s=468
INF http m=GET p=/ s=200 d=42µs s=1227
INF http m=GET p=/assets/index-D5tXwI8s.js s=200 d=181µs s=107548
INF http m=GET p=/assets/index-Hymz4ZC4.css s=200 d=127µs s=44698
INF http m=GET p=/assets/vendor-BFNoaq9W.js s=200 d=142µs s=87451
INF http m=GET p=/registerSW.js s=200 d=25µs s=134
INF http m=GET p=/assets/editor-vendor-BEwVq1OK.js s=200 d=678µs s=314634
INF http m=GET p=/api/v1/auth/me s=200 d=355µs s=205
INF http m=GET p=/assets/en-C3TpOtlB.js s=200 d=105µs s=14704
INF http m=GET p=/assets/Onboarding-WKcPsTBu.js s=200 d=207µs s=2514
INF http m=GET p=/api/v1/notifications/unread-count s=200 d=84µs s=12
INF http m=GET p=/favicon.png s=200 d=55µs s=444
INF http m=GET p=/sw.js s=200 d=97µs s=18490
INF http m=POST p=/api/v1/organizations s=200 d=19.9ms s=651
INF http m=GET p=/registerSW.js s=200 d=66µs s=134
INF http m=GET p=/api/v1/auth/me s=200 d=107µs s=446
INF http m=GET p=/index.html s=301 d=16µs
INF http m=GET p=/ s=200 d=18µs s=1227
INF http m=GET p=/icon.svg s=200 d=30µs s=294
INF http m=GET p=/icon-512.png s=200 d=102µs s=11284
INF http m=GET p=/icon-192.png s=200 d=36µs s=2745
INF http m=GET p=/favicon.png s=200 d=36µs s=444
INF http m=GET p=/apple-touch-icon.png s=200 d=37µs s=2597
INF http m=GET p=/assets/fr-Cgyc9BlC.js s=200 d=94µs s=16956
INF http m=GET p=/assets/es-BM_5c8P_.js s=200 d=105µs s=16680
INF http m=GET p=/assets/de-OKXjRURK.js s=200 d=160µs s=16708
INF http m=GET p=/assets/WorkspaceSettingsPanel-OEEG3RNx.css s=200 d=195µs s=5319
INF http m=GET p=/assets/WorkspaceSettingsPanel-DzThZ5pC.js s=200 d=80µs s=16953
INF http m=GET p=/assets/Terms-DJXNYmiE.js s=200 d=313µs s=2568
INF http m=GET p=/assets/ServerSettingsPanel-DgJ9GjRy.js s=200 d=80µs s=10745
INF http m=GET p=/assets/ServerSettingsPanel-CwAILPxT.css s=200 d=51µs s=2417
INF http m=GET p=/assets/ProfileSettings-LfhlssOg.css s=200 d=63µs s=6652
INF http m=GET p=/assets/ProfileSettings-C6UtWHaO.js s=200 d=70µs s=14578
INF http m=GET p=/assets/Privacy-COJkLvXG.css s=200 d=21µs s=1034
INF http m=GET p=/assets/Privacy-CLREmNRv.js s=200 d=32µs s=2346
INF http m=POST p=/api/v1/organizations/KGFTUIDQ000/workspaces s=200 d=158ms s=359
INF http m=GET p=/assets/OrgSettingsPanel-f0NnvF1R.js s=200 d=61µs s=8155
INF http m=GET p=/assets/OrgSettingsPanel-DAbswSRk.css s=200 d=21µs s=1913
INF http m=GET p=/assets/OAuthIcons-BnwC0yRh.js s=200 d=28µs s=2050
INF http m=POST p=/api/v1/auth/switch-workspace s=200 d=13.3ms s=1020
INF http m=GET p=/assets/InviteForm-Da2T407Z.js s=200 d=65µs s=3892
INF http m=GET p=/assets/InviteForm-DFlHotPL.css s=200 d=18µs s=1920
INF http m=GET p=/assets/Editor-C3i5BWlf.css s=200 d=53µs s=12701
INF http m=GET p=/api/v1/notifications/unread-count s=200 d=114µs s=12
INF http m=GET p=/api/v1/workspaces/KGFTUOVU000/nodes/0/children s=200 d=205µs s=13
INF http m=GET p=/assets/Editor-Booz38UE.js s=200 d=81µs s=46497
INF http m=GET p=/assets/Auth-Dk8tjMYf.js s=200 d=69µs s=4144
INF http m=GET p=/assets/Auth-D9cCVgJl.css s=200 d=46µs s=2890
INF http m=POST p=/api/v1/workspaces/KGFTUOVU000/nodes/0/page/create s=200 d=21.4ms s=21
INF http m=GET p=/assets/AdminDashboard-mz6u66Jn.css s=200 d=209µs s=2245
INF http m=GET p=/api/v1/workspaces/KGFTUOVU000/nodes/0/children s=200 d=175µs s=243
INF http m=GET p=/assets/AdminDashboard-C-W2OpZP.js s=200 d=90µs s=7257
INF http m=GET p=/api/v1/workspaces/KGFTUOVU000/nodes/KGFTVTQO000 s=200 d=146µs s=231
INF http m=GET p=/manifest.webmanifest s=200 d=23µs s=455
INF http m=POST p=/api/v1/auth/register s=200 d=95.2ms s=468
INF http m=GET p=/ s=200 d=53µs s=1227
INF http m=GET p=/assets/index-D5tXwI8s.js s=200 d=264µs s=107548
INF http m=GET p=/assets/index-Hymz4ZC4.css s=200 d=116µs s=44698
INF http m=GET p=/assets/vendor-BFNoaq9W.js s=200 d=187µs s=87451
INF http m=GET p=/assets/editor-vendor-BEwVq1OK.js s=200 d=167µs s=314634
INF http m=GET p=/registerSW.js s=200 d=27µs s=134
INF http m=GET p=/api/v1/auth/me s=200 d=107µs s=205
INF http m=GET p=/assets/en-C3TpOtlB.js s=200 d=100µs s=14704
INF http m=GET p=/assets/Onboarding-WKcPsTBu.js s=200 d=59µs s=2514
INF http m=GET p=/api/v1/notifications/unread-count s=200 d=155µs s=12
INF http m=GET p=/sw.js s=200 d=75µs s=18490
INF http m=GET p=/favicon.png s=200 d=15µs s=444
INF http m=GET p=/registerSW.js s=200 d=34µs s=134
INF http m=GET p=/index.html s=301 d=18µs
INF http m=GET p=/ s=200 d=18µs s=1227
INF http m=GET p=/icon.svg s=200 d=23µs s=294
INF http m=POST p=/api/v1/organizations s=200 d=18ms s=651
INF http m=GET p=/icon-512.png s=200 d=63µs s=11284
INF http m=GET p=/api/v1/auth/me s=200 d=96µs s=446
INF http m=GET p=/icon-192.png s=200 d=37µs s=2745
INF http m=GET p=/favicon.png s=200 d=60µs s=444
INF http m=GET p=/apple-touch-icon.png s=200 d=30µs s=2597
INF http m=GET p=/assets/fr-Cgyc9BlC.js s=200 d=95µs s=16956
